barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491510940_2_4,5298,600,24.78,13489,"Cingulate gyrus, frontal part, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10336
252491511072_2_3,5390,600,26.01,11109,"Cingulate gyrus, frontal part, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10399
252491510441_1_1,1410,600,33.13,6249,"locus ceruleus, Right",,H0351.2001,/api/v2/well_known_file_download/4863
252491510785_1_3,146518635,584,26.41,127687506,"Putamen, Left",,H0351.1012,/api/v2/well_known_file_download/146535067
252491510684_1_3,2063,600,23.12,5881,"CA1 field, Left",,H0351.2002,/api/v2/well_known_file_download/6074
252491510761_2_3,2518,600,21.01,8880,"arcuate nucleus of medulla, Right",,H0351.2002,/api/v2/well_known_file_download/6570
252491510946_1_3,4880,600,22.18,13681,"subiculum, Left",,H0351.1009,/api/v2/well_known_file_download/10171
252491510945_1_3,4879,600,22.18,13681,"subiculum, Left",,H0351.1009,/api/v2/well_known_file_download/10163
252491511067_1_3,5427,600,26.96,11301,"Head of Caudate Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10391
252491510639_1_3,1753,600,26.41,4986,"postcentral gyrus, Left, bank of the central sulcus",,H0351.2002,/api/v2/well_known_file_download/5242
252491510609_2_2,1845,600,29.99,6867,"inferior olivary complex, Right",,H0351.2001,/api/v2/well_known_file_download/5361
252491510679_1_2,2283,600,29.99,6867,"inferior olivary complex, Right",,H0351.2001,/api/v2/well_known_file_download/6023
252491510706_1_4,2394,600,30.03,8392,IV,,H0351.2002,/api/v2/well_known_file_download/6266
252491510336_2_1,34,600,24.88,674,"paracentral lobule, anterior part, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/866
252491510845_1_2,2546,600,21.76,9095,"gigantocellular group, Left",,H0351.2002,/api/v2/well_known_file_download/6840
252491510615_2_4,1677,600,29.06,4833,"Inferior frontal gyrus, triangular part, Right",,H0351.2002,/api/v2/well_known_file_download/5149
252491510362_1_4,579,600,20.02,2403,"Lateral Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/3496
252491510393_2_3,1002,600,27.42,4364,"cuneate nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/4300
252491510383_1_1,316,600,20.53,2353,"Tail of Caudate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3992
252491510907_1_3,2650,600,26.35,9518,"cuneiform nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/7042
252491510948_2_1,4920,600,23.28,13802,"Lateral hypothalamic area, Left",,H0351.1009,/api/v2/well_known_file_download/10190
252491511467_2_2,147737990,600,26.41,139379774,"Red Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739583
252491510369_1_1,770,600,21.07,2622,"ventral tegmental area, Left",,H0351.2001,/api/v2/well_known_file_download/1454
252491510091_1_3,334,600,25.03,497,"lingual gyrus, Left, striate",,H0351.2001,/api/v2/well_known_file_download/1087
252491510080_1_1,157,600,37.35,306,"lingual gyrus, Left, striate",,H0351.2001,/api/v2/well_known_file_download/922
252491510091_1_4,335,600,37.35,306,"lingual gyrus, Left, striate",,H0351.2001,/api/v2/well_known_file_download/1088
252491510879_2_2,5345,600,27.54,14129,"V, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10333
252491510134_2_3,456,600,27.54,996,"inferior temporal gyrus, Left, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/735
252491510906_1_4,2639,600,27.01,9533,"Oculomotor Nuclear Complex, Right",,H0351.2002,/api/v2/well_known_file_download/7043
252491510858_1_1,4979,600,28.57,13762,"Dentate gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/10208
252491510858_1_2,4980,600,28.57,13762,"Dentate gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/10215
252491510649_1_2,1784,600,29.79,5170,"supramarginal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5175
252491510842_1_4,2567,600,28.79,9125,"central grey substance of midbrain, Left",,H0351.2002,/api/v2/well_known_file_download/6856
252491510424_1_3,792,600,22.61,3057,"Medial Group of Nuclei, Right",,H0351.2001,/api/v2/well_known_file_download/3556
252491510096_2_1,359,600,27.04,457,"Cingulate gyrus, frontal part, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1121
252491511466_2_1,147738110,600,25.58,139428045,"pontine nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147739565
252491510911_1_4,127694412,600,27.63,126431625,"subcallosal gyrus, Left",,H0351.1012,/api/v2/well_known_file_download/127767911
252491510346_2_1,181,600,26.84,642,"postcentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/1013
252491510454_1_2,1458,600,28.52,5101,"inferior temporal gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/4790
252491510707_2_1,2373,600,25.84,8438,"VIIIA, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6334
252491510394_1_4,1017,474.75,27.42,4409,"central medullary reticular group, Left",,H0351.2001,/api/v2/well_known_file_download/4283
252491510447_2_1,1436,600,28.81,6146,"Substantia Nigra, pars compacta, Right",,H0351.2001,/api/v2/well_known_file_download/4843
252491510840_2_3,5445,600,28.46,13521,"parahippocampal gyrus, Left, lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10383
252491511067_2_2,5444,600,28.46,13521,"parahippocampal gyrus, Left, lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10371
252491511069_1_1,5423,600,27.46,11287,"postcentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.1009,/api/v2/well_known_file_download/10448
252491510454_2_4,1464,600,27.66,5105,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4757
252491510648_2_4,1600,600,29.58,4934,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5064
252491510317_2_4,948,600,25.25,1265,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1420
252491510089_1_2,366,600,23.7,506,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1070
252491510361_2_3,588,600,24.48,2505,"CA1 field, Left",,H0351.2001,/api/v2/well_known_file_download/3491
252491511043_1_1,4977,600,29.99,13730,"CA1 field, Left",,H0351.1009,/api/v2/well_known_file_download/10271
252491510703_1_3,2389,600,27.94,8448,IX,,H0351.2002,/api/v2/well_known_file_download/6310
252491510441_2_2,1453,600,31.36,6164,"Pontine Reticular Formation, Left",,H0351.2001,/api/v2/well_known_file_download/4851
252491510426_2_1,934,548.157,10.01,2273,"Dorsal Lateral Geniculate Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/3574
252491510704_1_2,2380,600,26.18,8374,"VI, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6311
252491511327_2_4,147737235,600,23.38,139379830,"Edinger Westphal nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147740066
252491510333_1_1,87,600,27.14,748,"inferior temporal gyrus, Left, bank of the its",,H0351.2001,/api/v2/well_known_file_download/846
252491510762_2_2,2477,600,23.69,8743,"lateral medullary reticular group, Right",,H0351.2002,/api/v2/well_known_file_download/6632
252491510939_1_2,4934,600,29.53,14202,"Lateral Mammillary Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10146
252491510389_2_4,568,600,17.39,2555,"Medial Habenular Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3508
252491510803_2_4,4264,600,30.25,10997,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9507
252491510796_2_2,4263,600,27.97,11068,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9500
252491510121_1_2,204,600,27.69,956,"transverse gyri, Right",,H0351.2001,/api/v2/well_known_file_download/3913
252491510826_2_2,4378,600,24.03,10981,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9690
252491511062_2_2,5374,600,28.44,13417,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10431
252491510878_1_3,5291,600,28.44,13417,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10281
252491510467_2_4,1528,600,26.87,5115,"paracentral lobule, anterior part, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4820
252491511066_1_4,5421,600,26.9,11264,"inferior temporal gyrus, Left, bank of the its",,H0351.1009,/api/v2/well_known_file_download/10425
252491510341_2_3,712,600,21.57,540,"superior temporal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1367
252491510085_2_1,132,600,21.57,540,"superior temporal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/973
252491510392_2_4,941,389.364,25.59,2850,"CA1 field, Left",,H0351.2001,/api/v2/well_known_file_download/3545
252491510763_1_2,2448,600,25.69,8741,central glial substance,,H0351.2002,/api/v2/well_known_file_download/6628
252491510336_2_4,15,600,25.72,746,"precentral gyrus, Left, bank of the central sulcus",,H0351.2001,/api/v2/well_known_file_download/869
252491510870_2_4,2551,600,23.6,9037,"facial motor nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/6882
252491510332_2_3,152,600,29.34,305,"cuneus, Left, peristriate",,H0351.2001,/api/v2/well_known_file_download/951
252491510331_1_3,534,600,26.41,227,"cuneus, Left, peristriate",,H0351.2001,/api/v2/well_known_file_download/3807
252491510860_1_4,4430,600,24.21,11256,"inferior temporal gyrus, Left, bank of mts",,H0351.1009,/api/v2/well_known_file_download/9661
252491510876_1_1,4989,600,26.13,13786,"Diagonal Band, Horizontal Division, Left",,H0351.1009,/api/v2/well_known_file_download/10212
252491510062_1_4,435,600,25.83,473,"middle frontal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1052
252491510643_1_1,2382,600,25.03,8390,"Crus II, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6333
252491510884_1_1,5356,600,25.58,14076,"VIIIB, Left Paravermis",,H0351.1009,/api/v2/well_known_file_download/10346
252491510905_2_4,2673,565,24.79,9528,"Substantia Nigra, pars reticulata, Right",,H0351.2002,/api/v2/well_known_file_download/6990
252491510347_2_2,48,600,26.23,588,"occipito-temporal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1022
252491510360_1_1,655,590.625,21.81,2460,"Emboliform Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3477
252491510848_1_3,127695369,600,26.14,126432086,"precentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757540
252491510909_2_4,127694497,600,26.14,126432086,"precentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767887
252491510386_2_2,287,600,28.93,2385,"Lateral group of Nuclei, Right, Dorsal Division",,H0351.2001,/api/v2/well_known_file_download/4021
252491511065_2_4,5458,600,26.12,14099,"Crus II, Left Paravermis",,H0351.1009,/api/v2/well_known_file_download/10416
252491510451_1_1,1378,600,118.2,5730,"globus pallidus, external segment, Left",,H0351.2002,/api/v2/well_known_file_download/4627
252491510083_2_1,177,600,26.01,603,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/957
252491510842_2_1,2533,600,27.66,9086,"Pontine Reticular Formation, Left",,H0351.2002,/api/v2/well_known_file_download/6892
252491510692_1_1,2143,600,25.94,7009,"subiculum, Right",,H0351.2002,/api/v2/well_known_file_download/5917
252491510469_2_4,1544,600,27.43,5112,"lingual gyrus, Right, peristriate",,H0351.2002,/api/v2/well_known_file_download/4792
252491510362_1_1,580,600,23.68,2442,"Lateral Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/3493
252491510714_1_4,2198,600,26.17,5820,"CA4 field, Left",,H0351.2002,/api/v2/well_known_file_download/5966
252491510687_2_1,2058,600,26.17,5820,"CA4 field, Left",,H0351.2002,/api/v2/well_known_file_download/6114
252491510634_2_4,1650,600,29.85,4809,"subcallosal gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5105
252491510638_1_3,1651,600,30.01,4636,"subcallosal gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5110
252491510689_1_2,2034,600,26.68,5763,"Cortico-medial group, Left",,H0351.2002,/api/v2/well_known_file_download/6067
252491510768_1_2,2499,600,25.77,8839,"central medullary reticular group, Left",,H0351.2002,/api/v2/well_known_file_download/6572
252491510136_2_4,414,600,28.63,997,"Cingulate gyrus, parietal part, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/752
252491511470_2_1,147737361,600,21.27,127687985,"Fastigial Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147740146
252491510791_1_3,146518538,600,21.27,127687985,"Fastigial Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535159
252491510699_1_1,2257,600,28.36,7437,"Dentate gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5985
252491510353_1_1,569,600,25.32,2547,"Lateral Habenular Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3421
252491510338_2_1,76,600,20.14,530,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3718
252491510092_1_1,348,600,20.14,530,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1093
252491510354_2_4,622,600,25.54,2532,"Dentate gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/3436
252491510655_2_3,1925,600,29.83,5124,"supramarginal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5447
252491510883_1_1,5321,600,27.82,13449,"parahippocampal gyrus, Left, bank of the cos",,H0351.1009,/api/v2/well_known_file_download/10290
252491510100_2_1,871,600,27.08,1178,"globus pallidus, external segment, Right",,H0351.2001,/api/v2/well_known_file_download/3818
252491510103_2_2,872,600,27.08,1178,"globus pallidus, external segment, Right",,H0351.2001,/api/v2/well_known_file_download/3843
252491510938_1_2,127693657,600,26.99,126434502,"Cingulate gyrus, parietal part, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770475
252491510138_2_3,471,600,27.05,1026,"precentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/767
252491510846_2_1,127695354,600,27.6,126432120,"Body of Caudate Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/127757512
252491510938_1_1,127693434,600,27.6,126432120,"Body of Caudate Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/127770473
252491510795_1_2,4344,600,26.55,11289,"inferior temporal gyrus, Left, bank of the its",,H0351.1009,/api/v2/well_known_file_download/9457
252491510395_2_1,1038,600,27.42,4403,"central medullary reticular group, Right",,H0351.2001,/api/v2/well_known_file_download/4333
252491510387_2_3,275,600,11.93,2363,"Tail of Caudate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/4030
252491510458_2_4,1496,600,26.99,5116,"supramarginal gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4791
252491510458_1_4,1492,600,26.99,5116,"supramarginal gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4753
252491510457_1_2,1482,600,27.82,5141,"inferior temporal gyrus, Left, bank of the its",,H0351.2002,/api/v2/well_known_file_download/4746
252491510445_1_2,1445,600,21.09,6155,"central grey substance of midbrain, Left",,H0351.2001,/api/v2/well_known_file_download/4884
252491510456_2_1,1477,600,29.1,5114,"supraparietal lobule, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4788
252491510709_1_1,2384,600,27.21,8406,"VI, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6258
252491510346_1_4,172,600,26.03,580,"occipito-temporal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1012
252491511112_2_2,127695544,600,30.3,126434985,"cuneus, Left, striate",,H0351.1012,/api/v2/well_known_file_download/127757678
252491510898_2_2,127694697,600,27.51,126434383,"supraparietal lobule, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767829
252491510896_2_4,127694733,600,28.12,126434999,"cuneus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127767801
252491510910_2_4,127694738,600,28.12,126434999,"cuneus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127767903
